index,beer_name,style,ounces,abv,ibu,brewery_id,brewery_name,city,state
1507,O'Fallon Pumpkin Beer,Pumpkin Ale,12.0 ounce,0.055,N/A,442,O'Fallon Brewery,O'Fallon,MO
1508,5 Day IPA,American IPA,12.0 oz,0.061,66,442,O'Fallon Brewery,O'Fallon,MO
1509,O'Fallon Wheach,Fruit / Vegetable Beer,12.0 oz.,0.051,7,442,O'Fallon Brewery,O'Fallon,MO
1510,Watershed IPA,American IPA,12.0 ounce,0.067,70,150,Oakshire Brewing,Eugene,OR
1511,Oakshire Amber Ale,American Amber / Red Ale,12.0 oz,0.054,24,150,Oakshire Brewing,Eugene,OR
1512,Overcast Espresso Stout,American Stout,12.0 oz,0.058,27,150,Oakshire Brewing,Eugene,OR
1513,Watershed IPA (2013),American IPA,12.0 ounce,0.07%,70,150,Oakshire Brewing,Eugene,OR
1514,Lake Monster,Baltic Porter,16.0 oz,0.082,25,184,Oasis Texas Brewing Company,Austin,TX
1515,London Homesick Ale,English Bitter,12.0 oz.,0.049,27,184,Oasis Texas Brewing Company,Austin,TX
1516,Luchesa Lager,Keller Bier / Zwickel Bier,12.0 OZ.,0.048,35,184,Oasis Texas Brewing Company,Austin,TX
1517,Slow Ride,American Pale Ale (APA),12.0 oz,0.05%,35,184,Oasis Texas Brewing Company,Austin,TX
1518,Occidental Hefeweizen,American Pale Wheat Ale,16.0 ounce,0.047,N/A,200,Occidental Brewing Company,Portland,OR
1519,Occidental Dunkel,Dunkelweizen,16.0 ounce,0.05%,N/A,200,Occidental Brewing Company,Portland,OR
1520,Occidental Altbier,Altbier,16.0 oz,0.05,N/A,200,Occidental Brewing Company,Portland,OR
1521,Occidental Kölsch,Kölsch,16.0 ounce,0.045,N/A,200,Occidental Brewing Company,Portland,OR
1522,Perpetual Darkness,Belgian Strong Dark Ale,12.0 oz.,0.09%,72,148,Odyssey Beerwerks,Arvada,CO
1523,Clan Warrior,Scotch Ale / Wee Heavy,12.0 oz.,0.087,29,148,Odyssey Beerwerks,Arvada,CO
1524,Psycho Penguin Vanilla Porter,American Porter,12.0 oz,0.054,36,148,Odyssey Beerwerks,Arvada,CO
1525,Heliocentric Hefeweizen,Hefeweizen,12.0 oz.,0.047,N/A,148,Odyssey Beerwerks,Arvada,CO
1526,Ghose Drifter Pale Ale,American Pale Ale (APA),12.0 oz,0.05%,N/A,148,Odyssey Beerwerks,Arvada,CO
1527,Ghost Rider Pale Ale (2013),American Pale Ale (APA),12.0 ounce,0.051,N/A,148,Odyssey Beerwerks,Arvada,CO
1528,Helios Hefeweizen (2013),Hefeweizen,12.0 oz,0.047,N/A,148,Odyssey Beerwerks,Arvada,CO
1529,The Hole in Hadrian's Wall,Scottish Ale,16.0 oz,0.10%,19,471,Okoboji Brewing Company,Spirit Lake,IA
1530,33 Select Brown Ale,American Brown Ale,16.0 oz.,0.065,26,471,Okoboji Brewing Company,Spirit Lake,IA
1531,Midwest Charm Farmhouse Ale,Saison / Farmhouse Ale,16.0 oz,0.06%,29,471,Okoboji Brewing Company,Spirit Lake,IA
1532,Boji Blue Pale Ale,American Pale Ale (APA),16.0 ounce,0.05%,45,471,Okoboji Brewing Company,Spirit Lake,IA
1533,Winter Games Select #32 Stout,American Stout,16.0 oz,0.057,26,471,Okoboji Brewing Company,Spirit Lake,IA
1534,Boji Beach Golden Rye Ale,Rye Beer,16.0 oz.,0.05%,23,471,Okoboji Brewing Company,Spirit Lake,IA
1535,Hopsmith Pale Lager,American Pale Lager,16.0 oz.,0.06,N/A,301,Old Forge Brewing Company,Danville,PA
1536,Falling Down Brown Ale,American Brown Ale,16.0 oz.,0.065,65,301,Old Forge Brewing Company,Danville,PA
1537,Resolution Rye Stout,American Stout,16.0 oz.,0.068,N/A,301,Old Forge Brewing Company,Danville,PA
1538,Plowshare Porter,American Porter,16.0 oz,0.055,N/A,301,Old Forge Brewing Company,Danville,PA
1539,Old Forge Pumpkin Ale,Pumpkin Ale,16.0 ounce,0.05%,20,301,Old Forge Brewing Company,Danville,PA
1540,Endless Sun Ale,American Pale Wheat Ale,16.0 oz.,0.045,N/A,301,Old Forge Brewing Company,Danville,PA
1541,Celestial Blonde Ale,American Blonde Ale,16.0 OZ.,0.065,N/A,301,Old Forge Brewing Company,Danville,PA
1542,Overbite IPA,American IPA,16.0 oz,0.08%,N/A,301,Old Forge Brewing Company,Danville,PA
1543,T-Rail Pale Ale,American Pale Ale (APA),16.0 ounce,0.055,N/A,301,Old Forge Brewing Company,Danville,PA
1544,Endless Summer Ale (2011),American Pale Wheat Ale,16.0 oz,0.05%,N/A,301,Old Forge Brewing Company,Danville,PA
1545,Clem's Gold,American Pale Lager,16.0 oz.,0.05%,N/A,390,Orlison Brewing Company,Airway Heights,WA
1546,Lizzy's Red,American Amber / Red Lager,16.0 oz.,0.06%,N/A,390,Orlison Brewing Company,Airway Heights,WA
1547,Orlison India Pale Lager,American Pale Lager,16.0 oz,0.07%,N/A,390,Orlison Brewing Company,Airway Heights,WA
1548,Brünette,Euro Dark Lager,16.0 oz.,0.042,N/A,390,Orlison Brewing Company,Airway Heights,WA
1549,Havanüther,Light Lager,16.0 oz,0.04%,N/A,390,Orlison Brewing Company,Airway Heights,WA
1550,Lyric Ale,Saison / Farmhouse Ale,12.0 oz.,0.065,N/A,216,Orpheus Brewing,Atlanta,GA
1551,Atalanta,Saison / Farmhouse Ale,12.0 ounce,0.053,N/A,216,Orpheus Brewing,Atlanta,GA
1552,Pinner Throwback IPA,American IPA,12.0 oz,0.05%,35,166,Oskar Blues Brewery,Longmont,CO
1553,Centennial State Pale Ale,American Pale Ale (APA),19.2 oz. Alumi-Tek,0.052,N/A,166,Oskar Blues Brewery,Longmont,CO
1554,Old Chub NITRO,Scotch Ale / Wee Heavy,16.0 oz,0.08,N/A,166,Oskar Blues Brewery,Longmont,CO
1555,The CROWLER™,,32.0 oz.,,N/A,166,Oskar Blues Brewery,Longmont,CO
1556,CAN'D AID Foundation,,12.0 ounce,,N/A,166,Oskar Blues Brewery,Longmont,CO
1557,Icey.P.A.,American IPA,16.0 ounce,,N/A,166,Oskar Blues Brewery,Longmont,CO
1558,One Nut Brown,English Brown Ale,12.0 oz. Alumi-Tek,0.05,N/A,166,Oskar Blues Brewery,Longmont,CO
1559,Birth IPA,American IPA,12.0 ounce,,N/A,166,Oskar Blues Brewery,Longmont CO,
1560,Dale's Pale Ale,American Pale Ale (APA),12.0 OZ.,0.065,65,166,Oskar Blues Brewery,Longmont CO,
1561,Dale's Pale Ale,American Pale Ale (APA),12.0 oz,0.065,65,166,Oskar Blues Brewery,Longmont,CO
1562,Mama's Little Yella Pils,Czech Pilsener,19.2 OZ.,0.05%,35,166,Oskar Blues Brewery,Longmont,CO
1563,oSKAr the G'Rauch,American IPA,19.2 oz.,0.085,N/A,166,Oskar Blues Brewery,Longmont,CO
1564,oSKAr the G'Rauch,American IPA,16.0 ounce,0.085,N/A,166,Oskar Blues Brewery,Longmont,CO
1565,Dale's Pale Ale,American Pale Ale (APA),19.2 OZ.,0.065,65,166,Oskar Blues Brewery,Longmont,CO
1566,The Deuce,American Brown Ale,16.0 oz,0.07%,N/A,166,Oskar Blues Brewery,Longmont,CO
1567,Dale's Pale Ale (10 Year Anniversary),American Pale Ale (APA),12.0 ounce,0.065,65,166,Oskar Blues Brewery,Longmont,CO
1568,Dale's Pale Ale (2012),American Pale Ale (APA),12.0 oz,0.065,65,166,Oskar Blues Brewery,Longmont,CO
1569,Gordon Imperial Red (2010),American Double / Imperial IPA,12.0 oz,0.09%,85,166,Oskar Blues Brewery,Longmont,CO
1570,Dale's Pale Ale (2011),American Pale Ale (APA),12.0 oz.,0.065,65,166,Oskar Blues Brewery,Longmont,CO
1571,Dale's Pale Ale (2010),American Pale Ale (APA),12.0 ounce,0.065,65,166,Oskar Blues Brewery,Longmont,CO
1572,G'KNIGHT (16 oz.),American Double / Imperial IPA,16.0 oz.,0.087,85,166,Oskar Blues Brewery,Longmont,CO
1573,15th Anniversary Abbey Ale (2012),Belgian Dark Ale,16.0 oz,0.09%,N/A,166,Oskar Blues Brewery,Longmont,CO
1574,Chaka,Belgian Strong Pale Ale,16.0 oz.,0.08%,N/A,166,Oskar Blues Brewery,Longmont,CO
1575,HGH (Home Grown Hops): Part Duh,American Strong Ale,12.0 ounce,0.08,70,166,Oskar Blues Brewery,Longmont,CO
1576,Deviant Dale's IPA,American Double / Imperial IPA,16.0 ounce,0.08%,N/A,166,Oskar Blues Brewery,Longmont,CO
1577,One Hit Wonder,American Double / Imperial IPA,12.0 ounce,0.09,60,166,Oskar Blues Brewery,Longmont,CO
1578,G'KNIGHT (12 oz.),American Double / Imperial IPA,12.0 oz.,0.087,85,166,Oskar Blues Brewery,Longmont,CO
1579,Ten Fidy Imperial Stout,Russian Imperial Stout,12.0 ounce,0.099,98,166,Oskar Blues Brewery,Longmont,CO
1580,Mama's Little Yella Pils,Czech Pilsener,12.0 OZ.,0.05%,35,166,Oskar Blues Brewery,Longmont,CO
1581,GUBNA Imperial IPA,American Double / Imperial IPA,12.0 ounce,0.099,100,166,Oskar Blues Brewery,Longmont,CO
1582,Old Chub,Scottish Ale,12.0 oz.,0.08,35,166,Oskar Blues Brewery,Longmont,CO
1583,Gordon Ale (2009),American Double / Imperial IPA,12.0 oz,0.087,85,166,Oskar Blues Brewery,Longmont CO,
1584,Dale's Pale Ale,American Pale Ale (APA),12.0 oz.,0.065,65,166,Oskar Blues Brewery,Longmont,CO
1585,Gordon (2005),American Double / Imperial IPA,12.0 oz.,0.092,85,503,Oskar Blues Brewery,Lyons,CO
1586,Ten Fidy Imperial Stout (2008),Russian Imperial Stout,12.0 oz.,0.095,98,503,Oskar Blues Brewery,Lyons,CO
1587,Ten Fidy Imperial Stout (2007),Russian Imperial Stout,12.0 oz.,0.099,98,503,Oskar Blues Brewery,Lyons,CO
1588,Old Chub (2008),Scottish Ale,12.0 oz.,0.08%,35,503,Oskar Blues Brewery,Lyons CO,
1589,Old Chub (2004),Scottish Ale,12.0 oz.,0.08,35,503,Oskar Blues Brewery,Lyons,CO
1590,Old Chub (2003),Scottish Ale,12.0 oz,0.08,35,503,Oskar Blues Brewery,Lyons,CO
1591,Dale's Pale Ale (2008),American Pale Ale (APA),12.0 ounce,0.065,65,503,Oskar Blues Brewery,Lyons,CO
1592,Dale's Pale Ale (2006),American Pale Ale (APA),12.0 oz.,0.07%,65,503,Oskar Blues Brewery,Lyons CO,
1593,Dale's Pale Ale (2004),American Pale Ale (APA),12.0 oz,0.065,65,503,Oskar Blues Brewery,Lyons,CO
1594,Dale's Pale Ale (2003),American Pale Ale (APA),12.0 oz.,0.07%,65,503,Oskar Blues Brewery,Lyons,CO
1595,Dale's Pale Ale (2002),American Pale Ale (APA),12.0 oz,0.065,65,503,Oskar Blues Brewery,Lyons,CO
1596,Leroy (2005),American Brown Ale,12.0 oz,0.05%,N/A,503,Oskar Blues Brewery,Lyons,CO
1597,Gordon Beer (2006),American Double / Imperial IPA,12.0 ounce,0.087,60,503,Oskar Blues Brewery,Lyons,CO
1598,G'KNIGHT,American Double / Imperial IPA,12.0 OZ.,0.09%,85,389,Oskar Blues Brewery (North Carol...,Brevard,NC
1599,Ten Fidy,Russian Imperial Stout,12.0 oz,0.10%,98,389,Oskar Blues Brewery (North Carol...,Brevard,NC
1600,Deviant Dale's IPA,American Double / Imperial IPA,16.0 oz,0.08%,85,389,Oskar Blues Brewery (North Carol...,Brevard,NC
1601,Old Chub,Scottish Ale,12.0 oz,0.08,35,389,Oskar Blues Brewery (North Carol...,Brevard,NC
1602,Dale's Pale Ale,American Pale Ale (APA),19.2 oz.,0.065,65,389,Oskar Blues Brewery (North Carol...,Brevard,NC
1603,Dale's Pale Ale,American Pale Ale (APA),12.0 oz.,0.065,65,389,Oskar Blues Brewery (North Carol...,Brevard,NC
1604,Fresh Slice White IPA,American White IPA,12.0 oz,0.06%,45,275,Otter Creek Brewing,Middlebury,VT
1605,Overgrown American Pale Ale,American Pale Ale (APA),12.0 oz,0.055,55,261,Otter Creek Brewing,Waterbury,VT
1606,Ozark American Pale Ale,American Pale Ale (APA),12.0 oz.,0.04,39,259,Ozark Beer Company,Rogers,AR
1607,Hula Hoppie Session IPA,American IPA,12.0 oz. Alumi-Tek,0.048,N/A,341,Palisade Brewing Company,Palisade,CO
1608,Dirty Hippie Dark Wheat,American Dark Wheat Ale,12.0 oz,0.053,N/A,341,Palisade Brewing Company,Palisade,CO
1609,Rustic Red,Irish Red Ale,16.0 ounce,0.052,23,441,Pateros Creek Brewing Company,Fort Collins,CO
1610,Stimulator Pale Ale,American Pale Ale (APA),16.0 ounce,0.05%,48,441,Pateros Creek Brewing Company,Fort Collins,CO
1611,Old Town Ale,Kölsch,16.0 oz.,0.045,22,441,Pateros Creek Brewing Company,Fort Collins,CO
1612,Car 21,English Bitter,16.0 ounce,0.044,28,441,Pateros Creek Brewing Company,Fort Collins,CO
1613,Cache La Porter,American Porter,16.0 oz.,0.05,24,441,Pateros Creek Brewing Company,Fort Collins,CO
1614,Rodeo Rye Pale Ale,American Pale Ale (APA),12.0 oz.,0.042,35,307,Payette Brewing Company,Garden City,ID
1615,Outlaw IPA,American IPA,12.0 oz,0.06%,65,307,Payette Brewing Company,Garden City,ID
1616,North Fork Lager,American Pale Lager,12.0 oz,0.044,N/A,307,Payette Brewing Company,Garden City,ID
1617,Payette Pale Ale,American Pale Ale (APA),12.0 oz.,0.048,35,307,Payette Brewing Company,Garden City,ID
1618,Mutton Buster,American Brown Ale,12.0 oz.,0.06%,25,307,Payette Brewing Company,Garden City,ID
1619,Side Kick Kölsch,Kölsch,12.0 ounce,0.05%,N/A,468,Peace Tree Brewing Company,Knoxville,IA
1620,Fresh Cut Pilsner,American Pilsner,12.0 OZ.,0.05%,N/A,266,Peak Organic Brewing Company,Portland,ME
1621,Summer Session Ale,American Pale Wheat Ale,12.0 oz.,0.05,61,266,Peak Organic Brewing Company,Portland ME,
1622,Lobo Lito,Light Lager,12.0 ounce,0.04,12,187,Pedernales Brewing Company,Fredericksburg,TX
1623,Robert Earl Keen Honey Pils,American Pilsner,12.0 oz.,0.05,17,187,Pedernales Brewing Company,Fredericksburg,TX
1624,Mound Builder IPA,American IPA,12.0 oz.,0.065,77,205,People's Brewing Company,Lafayette,IN
1625,Amazon Princess IPA,American IPA,12.0 ounce,0.062,62,205,People's Brewing Company,Lafayette,IN
1626,Farmer's Daughter Wheat,American Pale Wheat Ale,12.0 ounce,0.042,N/A,205,People's Brewing Company,Lafayette,IN
1627,People's Pilsner,German Pilsener,12.0 oz,0.045,N/A,205,People's Brewing Company,Lafayette,IN
1628,Hotbox Brown,American Brown Ale,12.0 oz,0.055,10,13,Perrin Brewing Company,Comstock Park,MI
1629,Gold,American Blonde Ale,12.0 oz.,0.048,15,13,Perrin Brewing Company,Comstock Park,MI
1630,Black,American Black Ale,12.0 oz.,0.058,N/A,13,Perrin Brewing Company,Comstock Park,MI
1631,98 Problems (Cuz A Hop Ain't One),American IPA,12.0 ounce,0.07%,65,13,Perrin Brewing Company,Comstock Park,MI
1632,Veteran’s Pale Ale (VPA),American Pale Ale (APA),12.0 oz.,0.05,40,13,Perrin Brewing Company,Comstock Park,MI
1633,Grapefruit IPA,American IPA,12.0 oz.,0.05,35,13,Perrin Brewing Company,Comstock Park,MI
1634,Pete's ESP Lager (1998),American Pale Lager,12.0 OZ.,0.051,N/A,470,Pete's Brewing Company,San Antonio,TX
1635,Pete's Wicked Summer Brew (1995),American Pale Wheat Ale,12.0 ounce,0.05%,N/A,470,Pete's Brewing Company,San Antonio,TX
1636,Pete's Wicked Bohemian Pilsner (1997),Czech Pilsener,12.0 oz. Alumi-Tek,0.05%,N/A,470,Pete's Brewing Company,San Antonio,TX
1637,Pete's Wicked Pale Ale (1997),American Pale Ale (APA),12.0 oz,,N/A,470,Pete's Brewing Company,San Antonio,TX
1638,Pete's Wicked Summer Brew (2002),American Pale Wheat Ale,12.0 ounce,0.05%,N/A,470,Pete's Brewing Company,San Antonio,TX
1639,Pete's Wicked Summer Brew (1997),American Pale Wheat Ale,12.0 oz,0.047,N/A,470,Pete's Brewing Company,San Antonio,TX
1640,Pete's Wicked Summer Brew (1996),American Pale Wheat Ale,12.0 oz,0.047,N/A,470,Pete's Brewing Company,San Antonio,TX
1641,Sparkle,American Pale Lager,16.0 oz.,0.041,12,11,Petoskey Brewing,Petoskey,MI
1642,North 45 Amber Ale,American Amber / Red Ale,16.0 oz.,0.059,25,11,Petoskey Brewing,Petoskey MI,
1643,Horny Monk,Dubbel,16.0 oz.,0.069,20,11,Petoskey Brewing,Petoskey,MI
1644,Mind's Eye PA,American IPA,16.0 oz. Alumi-Tek,0.067,74,11,Petoskey Brewing,Petoskey,MI
1645,Camelback,American IPA,12.0 oz.,0.061,60,157,Phoenix Ale Brewery,Phoenix,AZ
1646,Local 5 Pale Ale,American Pale Ale (APA),16.0 oz.,0.06%,N/A,355,Pikes Peak Brewing Company,Monument,CO
1647,Devils Head Red Ale,American Amber / Red Ale,16.0 oz,0.073,N/A,355,Pikes Peak Brewing Company,Monument,CO
1648,Elephant Rock IPA,American IPA,12.0 oz.,0.07,75,355,Pikes Peak Brewing Company,Monument,CO
1649,Black Bay Milk Stout,Milk / Sweet Stout,12.0 oz.,0.05,N/A,310,Pine Street Brewery,San Francisco,CA
1650,Atom Splitter Pale Ale,American Pale Ale (APA),12.0 ounce,0.05,N/A,310,Pine Street Brewery,San Francisco,CA
1651,Hot Date Ale,Chile Beer,16.0 oz,0.06,20,314,Piney River Brewing Company,Bucryus,MO
1652,Masked Bandit IPA,American Black Ale,16.0 ounce,0.07,N/A,314,Piney River Brewing Company,Bucryus,MO
1653,Sweet Potato Ale,Fruit / Vegetable Beer,16.0 oz.,0.06,24,314,Piney River Brewing Company,Bucryus,MO
1654,Float Trip Ale,American Blonde Ale,16.0 oz.,0.045,18,314,Piney River Brewing Company,Bucryus,MO
1655,Old Tom Porter,American Porter,16.0 oz,0.055,25,314,Piney River Brewing Company,Bucryus,MO
1656,Black Walnut Wheat,American Dark Wheat Ale,16.0 oz,0.045,18,314,Piney River Brewing Company,Bucryus,MO
1657,McKinney Eddy Amber Ale,American Amber / Red Ale,16.0 ounce,0.055,20,314,Piney River Brewing Company,Bucryus,MO
1658,Missouri Mule India Pale Ale,American IPA,16.0 ounce,0.07%,70,314,Piney River Brewing Company,Bucryus,MO
1659,Blood of the Unicorn,American Amber / Red Ale,16.0 oz.,0.065,N/A,52,Pipeworks Brewing Company,Chicago,IL
1660,GreyBeard™ IPA,American IPA,12.0 oz.,0.069,51,324,Pisgah Brewing Company,Black Mountain,NC
1661,Pisgah Pale Ale,American Pale Ale (APA),12.0 ounce,0.057,31,324,Pisgah Brewing Company,Black Mountain,NC
1662,PONTO S.I.P.A.,American IPA,16.0 oz,0.045,N/A,370,Pizza Port Brewing Company,Carlsbad,CA
1663,Chronic Ale,American Amber / Red Ale,16.0 oz,0.049,N/A,370,Pizza Port Brewing Company,Carlsbad,CA
1664,Swami's India Pale Ale,American IPA,16.0 ounce,0.068,N/A,370,Pizza Port Brewing Company,Carlsbad,CA
1665,New Cleveland Palesner,American Pilsner,12.0 OZ.,0.05%,N/A,147,Platform Beer Company,Cleveland,OH
1666,Mazzie,American Pale Ale (APA),12.0 ounce,0.054,45,55,Pollyanna Brewing Company,Lemont,IL
1667,Big Chuck Barleywine,American Barleywine,12.0 ounce,0.099,N/A,274,Portside Brewery,Cleveland,OH
1668,Ponderosa IPA,American IPA,12.0 oz.,,N/A,548,Prescott Brewing Company,Prescott,AZ
1669,Liquid Amber Ale,American Amber / Red Ale,12.0 oz.,,N/A,548,Prescott Brewing Company,Prescott,AZ
1670,Morning Wood Wheat (Current),American Pale Wheat Ale,12.0 OZ.,0.06%,14,135,Pug Ryan's Brewery,Dillon,CO
1671,Hideout Helles,Munich Helles Lager,12.0 oz.,0.07%,17,135,Pug Ryan's Brewery,Dillon CO,
1672,Dead Eye Dunkel,Munich Dunkel Lager,12.0 ounce,0.06,15,135,Pug Ryan's Brewery,Dillon,CO
1673,Peacemaker Pilsner,Czech Pilsener,12.0 oz.,0.058,21,135,Pug Ryan's Brewery,Dillon,CO
1674,Over the Rail Pale Ale,American Pale Ale (APA),12.0 OZ.,0.057,68,135,Pug Ryan's Brewery,Dillon,CO
1675,Pallavicini Pilsner (2009),Czech Pilsener,12.0 oz.,0.06%,21,135,Pug Ryan's Brewery,Dillon,CO
1676,Morning Wood Wheat (Current),American Pale Wheat Ale,12.0 oz.,0.059,14,135,Pug Ryan's Brewery,Dillon,CO
1677,Pyramid Hefeweizen (2011),Hefeweizen,12.0 oz.,0.05%,18,544,Pyramid Breweries,Seattle,WA
1678,Haywire Hefeweizen (2010),Hefeweizen,16.0 oz.,0.05%,18,544,Pyramid Breweries,Seattle,WA
1679,Golden Fleece,Belgian Pale Ale,12.0 oz,0.045,35,246,Quest Brewing Company,Greenville,SC
1680,Smoking Mirror,American Porter,12.0 oz,0.055,30,246,Quest Brewing Company,Greenville,SC
1681,Rahr's Blonde,Munich Helles Lager,12.0 ounce,0.046,N/A,176,Rahr & Sons Brewing Company,Fort Worth,TX
1682,Pride of Texas Pale Ale,American Pale Ale (APA),12.0 OZ.,0.058,60,176,Rahr & Sons Brewing Company,Fort Worth,TX
1683,18th Anniversary Gose,Gose,12.0 oz.,0.044,5,128,Real Ale Brewing Company,Blanco,TX
1684,White (2015),Witbier,12.0 oz.,0.046,25,128,Real Ale Brewing Company,Blanco,TX
1685,BLAKKR,American Black Ale,12.0 OZ.,0.10%,85,128,Real Ale Brewing Company,Blanco,TX
1686,Firemans #4 Blonde Ale (2013),American Blonde Ale,12.0 oz,0.05%,21,128,Real Ale Brewing Company,Blanco,TX
1687,The Sword Iron Swan Ale,English Pale Ale,12.0 oz.,0.059,N/A,128,Real Ale Brewing Company,Blanco,TX
1688,Hans' Pils (2015),German Pilsener,12.0 oz,0.053,52,128,Real Ale Brewing Company,Blanco,TX
1689,Four Squared (2015),American Blonde Ale,12.0 oz.,0.06,50,128,Real Ale Brewing Company,Blanco,TX
1690,Firemans #4 Blonde Ale (2015),American Blonde Ale,12.0 oz.,0.05%,21,128,Real Ale Brewing Company,Blanco,TX
1691,Watership Brown Ale,American Brown Ale,12.0 oz,0.072,55,475,Red Hare Brewing Company,Marietta,GA
1692,Gangway IPA,American IPA,12.0 oz.,0.06%,55,475,Red Hare Brewing Company,Marietta GA,
1693,Long Day Lager,Czech Pilsener,12.0 oz.,0.049,N/A,475,Red Hare Brewing Company,Marietta,GA
1694,Farmer's Daughter Blonde,American Blonde Ale,16.0 oz.,0.051,17,68,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD
1695,Pump House IPA,American IPA,16.0 oz,0.055,45,68,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD
1696,Suicide Blonde IPA,Belgian IPA,16.0 oz.,0.07%,N/A,68,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD
1697,Vanilla Porter,American Porter,16.0 oz.,0.05%,25,68,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD
1698,Honey Rye,Rye Beer,16.0 ounce,0.06%,18,68,Red Shedman Farm Brewery and Hop...,Mt. Airy,MD
1699,Happy Cider,Cider,16.0 ounce,0.055,N/A,403,Red Tank Cider Company,Bend,OR
1700,Long Hammer IPA,American IPA,16.0 oz.,0.065,44,487,Redhook Brewery,Woodinville,WA
1701,Long Hammer IPA,American IPA,12.0 oz.,0.065,44,487,Redhook Brewery,Woodinville,WA
1702,Copper Hook (2011),American Amber / Red Ale,12.0 oz,0.058,27,487,Redhook Brewery,Woodinville,WA
1703,Nectar of the Hops,Mead,16.0 ounce,0.08,N/A,421,Redstone Meadery,Boulder,CO
1704,Sunshine Nectar,Mead,16.0 oz.,0.08,N/A,421,Redstone Meadery,Boulder,CO
1705,Black Raspberry Nectar,Mead,16.0 ounce,0.08%,N/A,421,Redstone Meadery,Boulder,CO
1706,Blood Orange Wit,Witbier,16.0 ounce,0.05,16,225,Refuge Brewery,Temecula,CA
1707,Consilium,American Pale Ale (APA),12.0 ounce,0.05%,40,110,Renegade Brewing Company,Denver,CO
1708,Hammer & Sickle,Russian Imperial Stout,12.0 oz.,0.09,60,110,Renegade Brewing Company,Denver,CO
1709,Redacted Rye IPA,American IPA,16.0 ounce,0.07,100,110,Renegade Brewing Company,Denver CO,
1710,Elevation Triple India Pale Ale,American Double / Imperial IPA,12.0 OZ.,0.099,100,110,Renegade Brewing Company,Denver,CO
1711,5:00 O'Clock Afternoon Ale,American Blonde Ale,16.0 oz.,0.05,25,110,Renegade Brewing Company,Denver,CO
1712,Ryeteous Rye IPA (2012),American IPA,16.0 oz.,0.07%,100,110,Renegade Brewing Company,Denver,CO
1713,Stout Ol' Friend,American Stout,16.0 oz.,0.064,N/A,386,Revolution Brewing,Paonia,CO
1714,Stout Ol' Friend (2012),American Stout,16.0 oz.,0.064,N/A,386,Revolution Brewing,Paonia,CO
